variable,value,bag,type
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,92,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,92,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,103,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,103,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,91,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,92,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,102,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
reverse WMA_1,99,100,reverse WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,91,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,101,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,91,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,102,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,91,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,101,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
front WMA_1,122,100,front WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,101,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,99,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,101,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,93,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
reverse WMA_1,96,100,reverse WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,100,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,97,100,reverse WMA
reverse WMA_1,101,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,98,100,reverse WMA
reverse WMA_1,96,100,reverse WMA
front WMA_1,122,100,front WMA
reverse WMA_1,96,100,reverse WMA
reverse WMA_1,94,100,reverse WMA
reverse WMA_1,95,100,reverse WMA
front WMA_1,122,100,front WMA
reverse WMA_1,96,100,reverse WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
front WMA_1,122,100,front WMA
reverse WMA_1,96,100,reverse WMA
